P0_id',P1_a_Idade',P1_a_1_Faixa_idade',P1_b_Genero',P1_c_Cor/raca/etnia',P1_d_PCD',P1_e_experiencia_profissional_prejudicada',P1_e_1_Não_acredito_que_minha_experiência_profissional_seja_afetada',P1_e_2_Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia',P1_e_3_Experiencia_prejudicada_devido_a_minha_identidade_de_gênero',P1_e_4_Experiencia_prejudicada_devido_ao_fato_de_ser_PCD',P1_f_aspectos_prejudicados',P1_f_1_Quantidade_de_oportunidades_de_emprego/vagas_recebidas',P1_f_2_Senioridade_das_vagas_recebidas_em_relação_à_sua_experiência',P1_f_3_Aprovação_em_processos_seletivos/entrevistas',P1_f_4_Oportunidades_de_progressão_de_carreira',P1_f_5_Velocidade_de_progressão_de_carreira',P1_f_6_Nível_de_cobrança_no_trabalho/Stress_no_trabalho',P1_f_7_Atenção_dada_diante_das_minhas_opiniões_e_ideias',"P1_f_8_Relação_com_outros_membros_da_empresa,_em_momentos_de_trabalho'","P1_f_9_Relação_com_outros_membros_da_empresa,_em_momentos_de_integração_e_outros_momentos_fora_do_trabalho'",P1_g_vive_no_brasil',P1_i_Estado_onde_mora',P1_i_1_uf_onde_mora',P1_i_2_Regiao_onde_mora',P1_j_Mudou_de_Estado?',P1_k_Regiao_de_origem',P1_l_Nivel_de_Ensino',P1_m_Área_de_Formação'
ig2sangfvsldthkeig2s0xi7c0zori8j,29,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,1.0,1.0,1.0,"Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Aprovação em processos seletivos/entrevistas",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
igapvzehfsl1kbjv3sigapzaaxohjebr,35,35-39,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
igrkeqxnqyjbibwfoeigrkevgybdb1w8,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ih02mzutxtaf0sb5arpih02mzukb2a92,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
ihfmztidtfeuhcihfmzuel2zwf5jgnay,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,Santa Catarina (SC),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ihhiz54gzy3d86iw9t9sxp5sher6ox3w,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ihqfj1rfojn4zwnihqfkzmw1wpb4gfm0,33,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ihs8yyf971xeot6xy6kihs8yyfnplmti,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Bahia (BA),BA,Nordeste,1.0,,Pós-graduação,Outras Engenharias
iht5bg8yyi6wtgiht5b94on36nvko6ly,42,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Pós-graduação,Química / Física
ii4doci924t78oa94eii4dofsiypsjdc,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Não tenho graduação formal,
iifu0aitit2fb7aiifuy8s7dq9cs9mgh,23,22-24,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
iip4lhamxl0rxxomaiip4l3ojlges1yu,61,55+,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iip9gtso8iggorhiip9l9zi9926qe101,52,50-54,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
ijezxtxgvtlw46tijrexq7bjzs72iwrx,55,55+,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Outras Engenharias
ijjdb5vbutx8c6ijheqa9i3n1xiwqe6h,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
ijqygc92kacbyue1opwjxijqso2bs5y4,34,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ijung0gxoaw97vypnijung6fb3z6m3kh,22,22-24,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
iki83dv7bss3wjo63ikijakon68y31ru,27,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ikjjrptd3jo2fog9axnjqvg5ikjjrptq,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iklnoo2536lcp78iklnoop556epypaw0,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
iknrvhncaziknre9hj4h7c53dr2vdzpe,27,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Rio de Janeiro (RJ),Mestrado,Outras Engenharias
iko50glfsev7xzx2tt35gqiko50g3e68,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ikwexi4r919uasy6kjibflnikwexistq,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Bahia (BA),BA,Nordeste,0.0,Pará (PA),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
il5ztyxpcrtvlnw3il5ztqmjsbkcfs45,53,50-54,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
il7cqlfbnevws6plil7sil9ejt54eh2m,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
iles6euh11h0bf9u33t1h2piles6euqk,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
illfwsvfw1otvp2iqfillfwa2pxfzwbg,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iloik0hx3ygu2bqgd90iloiks4sheuhw,49,45-49,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,Ceará (CE),CE,Nordeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ilxpfevxpupckc97530ynilxpfevf0bx,51,50-54,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
im5l7sfyd26lmwyz7mnim5l7viznlf51,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
imokdx94y5gv5xn9sgvzhimokmwr3h1g,35,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
in27tiqnxaw2sfkpeo24di1in27t3210,48,45-49,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
in3oayedu8b34fartin3oml22xdfywj0,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
in4o54ndpkcoyin4o59oqynm7npbtxaw,27,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Senioridade das vagas recebidas em relação à sua experiência, Nível de cobrança no trabalho / Stress no trabalho",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,,,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
inan9ehdtinank6rxm6knii1bmxlijak,18,17-21,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ink13wzewrho9gzinkwaivdw384lxyww,41,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Bahia (BA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
inl19eyjmr7vyvinl1xyxoo2ynrqyt1g,22,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
inw39uf9kihccpcinw39hyjdboegxsd4,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
inxf8fcn5tkoblx8o7inxfize19wvj93,30,30-34,Feminino,Branca,Sim,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Não tenho graduação formal,
io11ymzzxa4tqtmgwhdjiio11yaxa818,41,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
io4dkdsq5846b0f0uio4dklv55irps4s,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Química / Física
ioamdc9zhy0ipxjn6bcioamj5g5dg0g4,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraíba (PB),PB,Nordeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
iosdqdibo1vxsi1jfiosdqgqww41n0ly,26,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,1.0,1.0,1.0,"Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Oportunidades de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
ipayuygt0ir24cpjrc3hpeipayuygt0n,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ipb8lr5dslq9aqkpkypipb8lr3m9nyl2,45,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ipfbbdly2m3t3nahtm71sipfbbssp9x8,33,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,Santa Catarina (SC),SC,Sul,1.0,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
ipiof642f5od5idrjgipisqvmmpwrvs9,23,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Ceará (CE),CE,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ipxgalmdgtqcroipxgtb113ov95h2m31,39,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Goiás (GO),GO,Centro-oeste,0.0,Pará (PA),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
iq2fyvql8jpm4zw9oiq2fy8rtosu648o,35,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iq5t8872yq863skhor66dviq5t89apq1,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
iq6q03okspuzpjdahpys7iq6q03ci92z,31,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Confiança inicial.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
ir3nrihfwbukol3no59irl0he238wvog,23,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
irkpetzza1a0fc6u45irkpe22gwdc5hb,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Maranhão (MA),MA,Nordeste,1.0,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
is2aljjld687dqp7iajhis2aljrluw7c,24,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Pará (PA),PA,Norte,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
isgr5n86m6rbnhgisgr5n4ocxqqspnt2,27,25-29,Feminino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Outra opção
it021gldrpmg64znlyfit02169094sri,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
it5pyz1i9xpk9jraait5pyzquxlyuw0d,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Paraná (PR),Pós-graduação,Outras Engenharias
it7u5wu5u865tby5sgit7utfd24gsov5,37,35-39,Masculino,Parda,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Nasci/me formei fora do Brasil,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
itrbxsl99ii8tw023itr3lwyh9qxfzhz,21,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iu3rsdwvh4tz77wiu39cevwbu8sc8vu9,39,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iu8meyh7nonfslytwiu8meynhx7660hz,48,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
iv5rj8k613gul8clvoiv5rj8krdavgil,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ivdg9r4xg08xkke5pivdg9l5tqdioei9,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
iw11fivjqjs8h3xi5iipiw11f06j50uk,28,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Rio Grande do Sul (RS),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
iw37mrewpu8kq17iw37mrxq4yh367kca,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
ix8qooopjv9zcvfw768ix8qqphbimofa,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
ixbs57f4m1mak6ixbs1hm6i883lf3jl0,28,25-29,Feminino,Preta,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Pós-graduação,Outras Engenharias
iy8y99x8w7eiy8ytui2vdng8h97xd3jp,26,25-29,Masculino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Mato Grosso do Sul (MS),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iya83nzppjmnacgiya8hmxozqfq3a23p,42,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,0.0,Bahia (BA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iydkqtuio3mu61ikqiydkqtulujsp09u,27,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
iyf2fvr74z7wycio4vh9btiyf2fvrd7u,43,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iyhfqkg5lclk097q10iyhfq6qtp3pzx5,34,30-34,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Outras Engenharias
iypgpoxd3j4v7w6eliyp5z3k0hccjf5s,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iyud7fhqekpp4b33jiiyud7phyjojl9z,34,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iywwzudgjrhxz92fo3oiywwzuolqk2i3,44,40-44,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Outra opção
iz6bauh5fxzul9l1miz6bad863b7l96p,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
